timestamp,controller_mode,load_pattern,trial_num,elapsed_sec,queue_length,cpu_util,container_mem_pct,io_write_ops,indexing_time_rate,os_cpu_percent,os_mem_used_percent,batch_size,poll_interval_ms,inv_poll_interval,messages_consumed,messages_indexed,cycle_duration_ms,avg_latency_ms,injection_rate,total_injected,q_session
2026-05-16T05:23:04.083256,static,step,1,0.0,0,5.396285144394416,59.0,0.0,0.0,1,69,200,199,5.025125628140704,0,30,522.4459171295166,823.3990000000007,1000,100,
2026-05-16T05:23:05.130103,static,step,1,1.0,400,1.919612334148522,60.0,13.437286339039655,262.9868897783475,1,69,250,200,5.0,250,30,162.55927085876465,823.3990000000007,1000,1000,
2026-05-16T05:23:06.185423,static,step,1,2.1,1300,193.97244377368025,63.0,105.9751887934253,495.8124904263827,85,69,250,200,5.0,250,250,37.57429122924805,635.4453999999952,1000,2000,
2026-05-16T05:23:07.240722,static,step,1,3.1,2300,201.8010917388627,15.0,34.10722677276553,561.8218187847211,100,69,250,200,5.0,250,250,91.22228622436523,1246.3809120000053,1000,3000,
2026-05-16T05:23:08.306364,static,step,1,4.2,3300,194.11299139795915,22.0,59.36465270908459,508.8398803635822,91,69,250,200,5.0,250,250,77.07524299621582,1573.393936,1000,3900,
2026-05-16T05:23:09.363550,static,step,1,5.3,4300,216.96618135744873,22.0,40.74037466537247,692.586369311332,100,70,250,200,5.0,250,250,47.82271385192871,1552.7882479999932,1000,4900,
2026-05-16T05:23:10.417520,static,step,1,6.3,746,195.0614245709173,31.0,57.091148654902625,530.9476824905944,100,70,250,200,5.0,250,250,71.09236717224121,1640.8807199999972,1000,5900,
2026-05-16T05:23:11.488872,static,step,1,7.4,1746,197.56636658839898,50.0,61.798010402058445,388.57839874021596,100,70,250,200,5.0,250,250,306.12921714782715,1121.0608239999951,1000,6900,
2026-05-16T05:23:12.551368,static,step,1,8.5,2989,168.19186918507032,59.0,62.9544985217861,280.946194895732,81,70,250,200,5.0,250,250,303.6069869995117,548.5989360000024,1000,7900,
2026-05-16T05:23:13.603509,static,step,1,9.5,4146,157.10416622275793,15.0,56.44461061895495,226.7191859861357,83,70,250,200,5.0,250,250,28.36751937866211,488.5267359999981,1000,8800,
2026-05-16T05:23:14.663750,static,step,1,10.6,0,101.00149052359622,19.0,50.97271484368407,108.55300383377163,53,70,250,200,5.0,104,250,297.69062995910645,516.7796799999984,1000,9800,
2026-05-16T05:23:15.720031,static,step,1,11.6,1000,147.54302733252817,44.0,34.048390922891116,136.19356369156446,77,70,250,200,5.0,250,250,46.671152114868164,1041.2583200000017,1000,10800,
2026-05-16T05:23:16.761479,static,step,1,12.7,2000,199.0049369546377,52.0,67.29635549190648,168.2408887297662,74,70,250,200,5.0,250,250,34.31224822998047,982.835008,1000,11700,
2026-05-16T05:23:17.800249,static,step,1,13.7,3000,114.38537288983146,60.0,44.216194562455854,131.68736206644462,59,70,250,200,5.0,250,250,45.53651809692383,853.2647759999976,1000,12700,
2026-05-16T05:23:18.842591,static,step,1,14.8,3900,119.07354030691629,9.0,44.17244237192056,160.36517121979855,66,70,250,200,5.0,250,250,32.469987869262695,828.3419920000002,1000,13700,
2026-05-16T05:23:19.899829,static,step,1,15.8,500,134.1042191668303,18.0,47.21979548127827,105.77234187806333,70,70,250,200,5.0,250,250,41.86367988586426,842.0124000000021,1000,14600,
2026-05-16T05:23:20.960462,static,step,1,16.9,1500,105.897045689092,23.0,50.111994835016745,99.27848033352375,51,70,250,200,5.0,250,250,67.71135330200195,769.4965920000034,1000,15600,
2026-05-16T05:23:22.024414,static,step,1,17.9,2400,105.56576246863165,28.0,45.24246962941356,213.01662783848886,56,70,250,200,5.0,250,250,39.16573524475098,735.5359119999997,1000,16600,
2026-05-16T05:23:23.061976,static,step,1,19.0,3400,145.37881131435688,39.0,43.99621921355537,71.73296610905767,76,71,250,200,5.0,250,250,31.921863555908203,734.6158880000016,1000,17500,
2026-05-16T05:23:24.101663,static,step,1,20.0,4400,72.41513621023844,44.0,47.31122232402245,79.17388225652736,41,71,250,200,5.0,250,250,32.085418701171875,660.8631919999992,1000,18500,
2026-05-16T05:23:25.152378,static,step,1,21.1,400,180.58891658808992,17.0,45.62246313804377,71.28509865319339,86,71,250,200,5.0,250,250,39.71362113952637,660.5526199999964,1000,19400,
2026-05-16T05:23:26.188184,static,step,1,22.1,1400,92.14221659008554,22.0,51.40565767657404,77.59344554954572,48,71,250,200,5.0,250,250,32.4556827545166,628.3937440000019,1000,20400,
2026-05-16T05:23:27.248396,static,step,1,23.1,2400,105.80759772979384,29.0,47.75387154176537,66.4808799895165,55,71,250,200,5.0,250,250,30.767440795898438,567.5278399999968,1000,21400,
