timestamp,controller_mode,load_pattern,trial_num,elapsed_sec,queue_length,cpu_util,container_mem_pct,io_write_ops,indexing_time_rate,os_cpu_percent,os_mem_used_percent,batch_size,poll_interval_ms,inv_poll_interval,messages_consumed,messages_indexed,cycle_duration_ms,avg_latency_ms,injection_rate,total_injected
2026-04-23T01:32:56.681871,pid,step,1,32.4,0,1.8323691593643703,73.03447723388672,13.742768695232778,0.0,1,78,202,192,5.208333333333333,0,293,518.3641910552979,955.1841023890854,0,27700
2026-04-23T01:32:57.722388,pid,step,1,33.5,0,20.995435709949607,73.01025390625,13.360731815422477,0.0,9,78,200,199,5.025125628140704,0,293,718.8215255737305,955.1841023890854,0,27700
2026-04-23T01:32:58.814926,pid,step,1,34.5,0,7.427535094618283,72.99842834472656,0.9284418868272853,0.0,4,78,178,360,2.7777777777777777,0,293,520.9944248199463,955.1841023890854,0,27700
2026-04-23T01:32:59.871531,pid,step,1,35.6,0,1.8749548505687934,72.998046875,0.9374774252843967,0.0,1,78,194,228,4.385964912280702,0,293,520.7850933074951,955.1841023890854,0,27700
2026-04-23T01:33:00.965568,pid,step,1,36.6,0,2.782296747522549,72.998046875,4.637161245870915,0.0,1,78,200,199,5.025125628140704,0,293,521.6913223266602,955.1841023890854,0,27700
2026-04-23T01:33:02.052866,pid,step,1,37.7,0,4.5757843999534815,73.02227020263672,2.745470639972089,0.0,7,78,199,201,4.975124378109452,0,293,528.5871028900146,955.1841023890854,0,27700
2026-04-23T01:33:03.150501,pid,step,1,38.8,0,7.364896581317583,73.03829193115234,0.9206120726646978,0.0,4,78,200,198,5.05050505050505,0,293,514.3234729766846,955.1841023890854,0,27700
2026-04-23T01:33:04.239689,pid,step,1,39.9,0,2.7295293627655144,73.03829193115234,0.9098431209218382,0.0,1,78,201,195,5.128205128205129,0,293,515.8734321594238,955.1841023890854,0,27700
2026-04-23T01:33:28.935220,ann_cw_q1,step,1,0.0,0,1.9343433941645771,73.01616668701172,5.803030182493732,0.0,0,78,200,201,4.975124378109452,0,293,526.2134075164795,955.1841023890854,1000,100
2026-04-23T01:33:30.004132,ann_cw_q1,step,1,1.1,600,1.841076244836614,73.00434112548828,13.808071836274605,31.29829616222244,1,78,254,187,5.347593582887701,254,221,25.99811553955078,592.5791719457002,1000,1100
2026-04-23T01:33:31.092166,ann_cw_q1,step,1,2.2,1018,46.600405707458215,73.02474975585938,54.988478734800694,27.96024342447493,25,78,144,1099,0.9099181073703366,144,240,29.278993606567383,350.98854166666825,1000,2100
2026-04-23T01:33:32.149357,ann_cw_q1,step,1,3.2,2018,8.441917772744015,73.02474975585938,86.2951594547166,53.46547922737876,6,78,361,166,6.024096385542169,361,362,17.293930053710938,1069.855157458559,1000,3100
2026-04-23T01:33:33.228220,ann_cw_q1,step,1,4.3,2813,43.679833835535916,73.0550765991211,59.47892266966592,53.90277366938474,18,78,423,156,6.410256410256411,232,320,491.41573905944824,645.869384375,1000,4100
2026-04-23T01:33:34.286152,ann_cw_q1,step,1,5.4,3918,23.65774851864946,73.04821014404297,34.067157866855226,35.95977774834718,16,78,438,1099,0.9099181073703366,438,384,40.34423828125,1033.4670598958282,1000,5000
2026-04-23T01:33:35.353229,ann_cw_q1,step,1,6.4,4918,26.09059778399727,73.02780151367188,81.06721454313438,23.29517659285471,14,78,438,1099,0.9099181073703366,438,384,40.34423828125,1033.4670598958282,1000,6000
2026-04-23T01:33:36.430778,ann_cw_q1,step,1,7.5,2055,116.2202298230157,73.0630874633789,72.75575362904235,133.22806833370092,55,78,340,170,5.882352941176471,340,332,67.38519668579102,798.5676566265087,1000,7000
2026-04-23T01:33:37.517968,ann_cw_q1,step,1,8.6,3055,91.46049025288062,73.01006317138672,180.1771657981748,28.35275197839299,46,77,5,1099,0.9099181073703366,5,110,59.95321273803711,945.5450545454523,1000,8000
2026-04-23T01:33:38.580540,ann_cw_q1,step,1,9.7,4055,61.697177988676124,73.01006317138672,46.96352354361914,81.03509944781342,37,77,486,147,6.802721088435374,259,479,342.58580207824707,847.6899519833019,1000,9000
2026-04-23T01:33:39.668665,ann_cw_q1,step,1,10.7,4955,25.215981388757953,73.04859161376953,40.15878517468859,45.762336594412574,14,77,482,1099,0.9099181073703366,482,504,504.0709972381592,1000.2824206349327,1000,10000
2026-04-23T01:33:40.743300,ann_cw_q1,step,1,11.8,500,22.36907950451867,73.06804656982422,56.854743740651614,53.126563823231834,13,77,243,189,5.291005291005291,243,139,18.491506576538086,728.154431654678,1000,11000
2026-04-23T01:33:41.800920,ann_cw_q1,step,1,12.9,1500,10.353350064807534,73.03466796875,36.70733204795398,12.235777349317996,8,77,166,1099,0.9099181073703366,166,243,95.97420692443848,712.236123456788,1000,12000
