timestamp,controller_mode,load_pattern,trial_num,elapsed_sec,queue_length,cpu_util,container_mem_pct,io_write_ops,indexing_time_rate,os_cpu_percent,os_mem_used_percent,batch_size,poll_interval_ms,inv_poll_interval,messages_consumed,messages_indexed,cycle_duration_ms,avg_latency_ms,injection_rate,total_injected,q_session
2026-05-16T16:12:02.088184,static,step,1,0.0,0,5.44372863625489,39.0,0.0,0.0,2,100,254,207,4.830917874396135,0,0,521.5857028961182,0.0,1000,0,
2026-05-16T16:12:03.125725,static,step,1,1.0,174,17.382369680816772,39.0,46.352985815511396,0.0,23,100,100,1000,1.0,100,0,838.2725715637207,0.0,1000,900,
2026-05-16T16:12:04.146089,static,step,1,2.1,1500,104.80671487067727,43.0,132.23277109851804,420.2063614908463,95,100,100,1000,1.0,100,0,145.84612846374512,0.0,1000,2000,
2026-05-16T16:12:05.167997,static,step,1,3.1,2600,117.2252551714372,43.0,59.58950471214724,424.94154999645986,100,100,100,1000,1.0,100,100,13.545989990234375,2177.796999999998,1000,3000,
2026-05-16T16:12:06.191169,static,step,1,4.1,3700,34.28120130333383,47.0,35.260664197714796,107.74091838190633,41,100,100,1000,1.0,100,100,13.415336608886719,2514.0389999999957,1000,3900,
2026-05-16T16:12:07.210476,static,step,1,5.1,4200,35.2493294232503,50.0,30.35358922557665,36.22847746278503,46,100,100,1000,1.0,100,100,11.182546615600586,3373.5489999999995,1000,4900,
2026-05-16T16:12:08.228939,static,step,1,6.1,4800,44.18166611306063,51.0,99.1632950537583,27.490814470348838,44,100,100,1000,1.0,100,100,10.864496231079102,4206.918000000004,1000,5900,
2026-05-16T16:12:09.249936,static,step,1,7.2,5800,16.67719598857581,53.0,26.487311275973344,22.563265161014332,21,100,100,1000,1.0,100,100,10.61248779296875,5104.914999999991,1000,6900,
2026-05-16T16:12:10.268777,static,step,1,8.2,6900,17.64122848749557,54.0,26.461842731243358,19.60136498610619,22,100,100,1000,1.0,100,100,10.885953903198242,6004.4589999999935,1000,7900,
2026-05-16T16:12:11.434317,static,step,1,9.2,7900,49.85756786025514,55.0,32.665303080856816,17.19226477939832,63,100,100,1000,1.0,100,100,13.545036315917969,6906.386000000014,1000,9000,
2026-05-16T16:12:12.462361,static,step,1,10.4,8500,78.88923580416424,59.0,26.296411934721412,22.400647203651573,80,100,100,1000,1.0,100,100,68.88794898986816,7806.494999999996,1000,10000,
2026-05-16T16:12:13.484876,static,step,1,11.4,9500,29.258585105106555,62.0,26.3327265945959,29.258585105106558,38,100,100,1000,1.0,100,100,15.501737594604492,8759.528000000017,1000,11000,
