timestamp,controller_mode,load_pattern,trial_num,elapsed_sec,queue_length,cpu_util,container_mem_pct,io_write_ops,indexing_time_rate,os_cpu_percent,os_mem_used_percent,batch_size,poll_interval_ms,inv_poll_interval,messages_consumed,messages_indexed,cycle_duration_ms,avg_latency_ms,injection_rate,total_injected,q_session
2026-05-05T16:46:05.648100,static,step,1,0.0,0,1.7444713541049293,0.0,8.722356770524646,0.0,5,98,250,200,5.0,0,32,522.7060317993164,1175.4323750000008,1000,100,
2026-05-05T16:46:06.822651,static,step,1,1.1,700,27.82660386120878,0.0,10.118765040439557,175.391927367619,58,99,250,200,5.0,250,32,60.78028678894043,1175.4323750000008,1000,1200,
2026-05-05T16:46:08.018221,static,step,1,2.3,1600,41.10901362000171,0.0,72.98947316204385,857.4165697886071,91,99,250,200,5.0,250,1,34.987688064575195,471.554,1000,2300,
2026-05-05T16:46:09.162177,static,step,1,3.5,2600,48.111246786604575,0.0,26.32502182663269,721.6687017990686,100,99,250,200,5.0,247,1,308.09831619262695,471.554,1000,3400,
2026-05-05T16:46:10.359335,static,step,1,4.6,396,36.67872586956997,0.0,16.672148122531805,306.7675254545852,95,99,250,200,5.0,250,204,83.1451416015625,1081.323215686274,1000,4500,
2026-05-05T16:46:11.642638,static,step,1,5.8,1396,48.914858150946564,0.0,42.282335011835166,848.962961806259,100,99,250,200,5.0,247,204,422.9705333709717,1081.323215686274,1000,5600,
2026-05-05T16:46:12.824969,static,step,1,7.1,2496,46.401180338049144,0.0,19.333825140853808,688.2841750143956,100,99,250,200,5.0,250,204,102.83708572387695,1081.323215686274,1000,6700,
2026-05-05T16:46:14.018280,static,step,1,8.3,3896,49.155238179421914,0.0,26.66046816511019,527.377385891086,99,99,250,200,5.0,250,250,74.85055923461914,3919.47732,1000,7800,
2026-05-05T16:46:15.157242,static,step,1,9.5,4564,45.33347744457704,0.0,28.444534867185595,538.6683790473272,91,99,250,200,5.0,176,250,309.5061779022217,6750.710220000002,1000,8900,
2026-05-05T16:46:16.349630,static,step,1,10.6,832,50.05685790903374,0.0,32.2400101786997,424.21066024604863,100,100,250,200,5.0,250,250,28.50055694580078,8627.90927999995,1000,10000,
2026-05-05T16:46:17.565045,static,step,1,11.8,2232,42.666309235020485,0.0,22.58804606559908,429.1728752463825,93,100,250,200,5.0,250,250,103.1806468963623,9235.326459999955,1000,11100,
2026-05-05T16:46:18.715180,static,step,1,13.0,3232,90.84136133144702,0.0,43.33716320399307,254.1891303311132,100,100,250,200,5.0,250,156,93.75929832458496,10028.061788461511,1000,12200,
2026-05-05T16:46:19.949953,static,step,1,14.2,4232,48.04489015444618,0.0,29.820966302759697,490.38922364538166,90,100,250,200,5.0,250,250,70.64938545227051,10976.642456000021,1000,13300,
2026-05-05T16:46:21.062868,static,step,1,15.4,1000,42.94429051543789,0.0,47.32636097619687,858.0093962166061,100,100,250,200,5.0,250,250,116.41573905944824,10976.642456000021,1000,14300,
2026-05-05T16:46:22.234261,static,step,1,16.5,1900,51.25667283079146,0.0,43.43785833117921,436.1160976450392,99,100,250,200,5.0,250,246,23.729324340820312,12215.015467479685,1000,15400,
2026-05-05T16:46:23.469940,static,step,1,17.7,2900,42.45068358638559,0.0,54.93617875885193,242.21860634584715,92,100,250,200,5.0,249,250,307.53135681152344,13546.469307999972,1000,16500,
2026-05-05T16:46:24.620921,static,step,1,18.9,4382,40.86225828604331,0.0,40.02833464755263,667.9728344310345,100,100,250,200,5.0,250,247,26.8704891204834,14880.551785425077,1000,17600,
2026-05-05T16:46:25.777715,static,step,1,20.1,648,48.2126485276024,0.0,72.3189727914036,296.4185057622962,97,100,250,200,5.0,250,250,93.90068054199219,15816.07903200003,1000,18700,
2026-05-05T16:46:26.917861,static,step,1,21.2,1648,43.96056799851492,0.0,28.743448306721294,505.5465319829216,100,100,250,200,5.0,250,250,114.66169357299805,16657.773176000013,1000,19700,
2026-05-05T16:46:28.024838,static,step,1,22.4,2548,57.950372623058655,0.0,42.5573048950587,364.9062526108225,98,100,250,200,5.0,250,250,59.93223190307617,16910.291672,1000,20700,
2026-05-05T16:46:29.271294,static,step,1,23.5,3548,49.450141398058314,0.0,68.72731516340308,344.474713806813,100,100,250,200,5.0,250,153,164.2293930053711,18209.837117647,1000,21900,
