timestamp,controller_mode,load_pattern,trial_num,elapsed_sec,queue_length,cpu_util,container_mem_pct,io_write_ops,indexing_time_rate,os_cpu_percent,os_mem_used_percent,batch_size,poll_interval_ms,inv_poll_interval,messages_consumed,messages_indexed,cycle_duration_ms,avg_latency_ms,injection_rate,total_injected,q_session
2026-05-16T03:00:48.147190,static,step,1,0.0,0,1.8249656701585353,21.0,0.0,0.0,6,87,248,199,5.025125628140704,0,0,531.1179161071777,0.0,1000,0,
2026-05-16T03:00:49.202959,static,step,1,1.0,500,8.532575298825314,23.0,25.59772589647594,0.0,7,87,250,200,5.0,250,0,64.80526924133301,0.0,1000,1000,
2026-05-16T03:00:50.221722,static,step,1,2.1,1200,107.88928902150428,23.0,35.30922186158322,602.2183950836693,100,88,250,200,5.0,250,0,155.89141845703125,0.0,1000,2000,
2026-05-16T03:00:51.305573,static,step,1,3.1,1800,97.87302111442348,24.0,90.48637801144811,561.3848758261271,100,88,250,200,5.0,250,100,162.74523735046387,942.8769999999981,1000,2900,
2026-05-16T03:00:52.401693,static,step,1,4.2,2771,92.05958576471498,31.0,27.344431415261877,724.6274325044398,91,88,250,200,5.0,250,250,40.610551834106445,2169.864799999994,1000,4000,
2026-05-16T03:00:53.505468,static,step,1,5.3,3939,107.98440645506471,31.0,37.20471146771137,604.3497033535555,100,88,250,200,5.0,250,250,114.38679695129395,3959.2331959999947,1000,5000,
2026-05-16T03:00:54.607973,static,step,1,6.4,5000,98.87365740228104,36.0,34.469715424648435,614.1051932233419,99,88,250,200,5.0,250,250,65.44923782348633,4598.800103999988,1000,6000,
2026-05-16T03:00:55.669081,static,step,1,7.5,1235,102.00106030612692,42.0,31.086037426629154,691.6643327424987,96,88,250,200,5.0,250,202,155.87997436523438,5186.669529702992,1000,7000,
2026-05-16T03:00:56.711951,static,step,1,8.5,1839,97.7255649984234,48.0,50.25886199918917,485.83566599216203,94,89,250,200,5.0,250,250,517.1773433685303,5351.545059999992,1000,7900,
2026-05-16T03:00:57.824287,static,step,1,9.6,2941,101.21136924165563,56.0,31.001680668615236,382.05012353381716,100,89,250,200,5.0,202,250,288.7389659881592,6099.602840000004,1000,9000,
