timestamp,controller_mode,load_pattern,trial_num,elapsed_sec,queue_length,cpu_util,container_mem_pct,io_write_ops,indexing_time_rate,os_cpu_percent,os_mem_used_percent,batch_size,poll_interval_ms,inv_poll_interval,messages_consumed,messages_indexed,cycle_duration_ms,avg_latency_ms,injection_rate,total_injected
2026-05-05T08:59:21.324823,static,step,1,0.0,0,0.0,0.0,0.0,0.0,1,86,199,200,5.0,0,15,520.9527015686035,1096.5183333333332,1000,100
2026-05-05T08:59:22.435134,static,step,1,1.1,500,0.9185441364164746,0.0,5.511264818498848,90.01732536881451,1,86,250,200,5.0,250,15,57.9984188079834,1096.5183333333332,1000,1100
2026-05-05T08:59:23.534917,static,step,1,2.2,1500,50.914491643084204,0.0,26.366433172311464,592.7901527016232,59,87,250,200,5.0,250,15,21.579980850219727,1096.5183333333332,1000,2100
2026-05-05T08:59:24.622166,static,step,1,3.3,2400,97.27615132049527,0.0,101.82176586818197,744.5716629110806,97,87,250,200,5.0,250,210,87.04018592834473,852.516571428573,1000,3100
2026-05-05T08:59:25.721879,static,step,1,4.4,3400,107.33904214462997,0.0,30.928198584045923,563.0751448095419,100,87,250,200,5.0,250,250,94.50888633728027,1951.5426400000017,1000,4100
2026-05-05T08:59:26.839259,static,step,1,5.5,4400,117.75297767839885,0.0,38.94906184747039,657.6050907270583,99,88,250,200,5.0,250,250,50.61006546020508,3892.604868000002,1000,5200
2026-05-05T08:59:27.935521,static,step,1,6.6,1391,91.25370324157787,0.0,29.201185037304917,639.6884597234608,99,88,250,200,5.0,250,250,38.53869438171387,4551.444296000006,1000,6200
2026-05-05T08:59:29.031620,static,step,1,7.7,1905,98.94808451400465,0.0,35.40344308299249,526.5127432855294,94,88,250,200,5.0,188,250,314.35585021972656,4912.71028000001,1000,7200
2026-05-05T08:59:30.126232,static,step,1,8.8,2891,109.0595981546498,0.0,33.62670943101703,634.3633292662131,100,88,250,200,5.0,250,160,75.58107376098633,5372.471625000002,1000,8200
2026-05-05T08:59:31.225666,static,step,1,9.9,3891,117.57382431111891,0.0,39.19127477037297,518.600821961447,90,88,250,200,5.0,250,250,40.43173789978027,6276.105920000023,1000,9200
2026-05-05T08:59:32.320684,static,step,1,11.0,400,96.96496872122373,0.0,42.592089064462755,442.2327545416558,100,88,250,200,5.0,250,247,41.23330116271973,6490.377052631592,1000,10200
2026-05-05T08:59:33.423950,static,step,1,12.1,1400,89.31134310385549,0.0,32.80824848713059,361.8020735941901,99,89,250,200,5.0,250,250,303.8516044616699,6890.060932000005,1000,11200
2026-05-05T08:59:34.536465,static,step,1,13.2,2441,93.72067240774872,0.0,44.58556260174454,492.2610075008938,100,89,250,200,5.0,250,148,49.504756927490234,7219.617310810812,1000,12200
2026-05-05T08:59:35.624103,static,step,1,14.3,3800,104.23211666339644,0.0,44.411945360925436,586.4189520105868,100,89,250,200,5.0,250,250,26.83544158935547,7306.861739999962,1000,13300
2026-05-05T08:59:36.742179,static,step,1,15.4,4800,93.71595569107313,0.0,37.30440954693203,440.3740053832951,93,89,250,200,5.0,250,250,39.95871543884277,7767.813632000002,1000,14300
2026-05-05T08:59:37.821817,static,step,1,16.5,1000,95.30050255431932,0.0,49.91931086178631,387.5553770542319,100,89,250,200,5.0,250,250,92.02885627746582,7690.145631999956,1000,15300
2026-05-05T08:59:38.940821,static,step,1,17.6,1900,92.63977590745269,0.0,37.237556982407455,447.7589168860213,100,89,250,200,5.0,250,250,21.058082580566406,7764.673360000037,1000,16300
2026-05-05T08:59:40.037426,static,step,1,18.7,2900,118.69083411479625,0.0,92.21364804303401,531.3697342677801,100,89,250,200,5.0,250,250,61.109066009521484,8034.372800000017,1000,17300
2026-05-05T08:59:41.127497,static,step,1,19.8,3900,99.89335434952994,0.0,30.87612770803653,602.9926117098898,90,89,250,200,5.0,250,250,310.809850692749,8826.692063999997,1000,18300
2026-05-05T08:59:42.222675,static,step,1,20.9,647,108.2047174380273,0.0,65.4684004667056,522.8379203938294,100,90,250,200,5.0,250,250,23.7579345703125,9204.14839999996,1000,19300
2026-05-05T08:59:43.322080,static,step,1,22.0,1647,112.85148989206397,0.0,61.88630090855121,442.3050329640572,100,90,250,200,5.0,250,250,59.792280197143555,9128.183344000043,1000,20300
2026-05-05T08:59:44.430300,static,step,1,23.1,2647,108.72673134035603,0.0,56.17547785918394,595.2788540884492,91,90,250,200,5.0,250,250,32.32836723327637,8870.384624000037,1000,21300
