timestamp,phase,queue_length,cpu_util,mem_util,io_ops,batch_size,poll_interval
2026-02-16T00:07:47.163552,vary_both,91957,0.0,6.859568772457411,0.0,10,200
2026-02-16T00:07:48.221186,vary_both,92116,18.614798744801913,6.862386392826873,698405.9122478748,10,200
2026-02-16T00:07:49.294191,vary_both,92550,19.490475368356126,6.8660472426499695,647795.0303317514,10,200
2026-02-16T00:07:50.330634,vary_both,92833,7.516590101034566,6.866376307802607,393478.8555953669,10,200
2026-02-16T00:07:51.380544,vary_both,93000,21.737113810964082,6.884166392617094,558128.458923151,10,200
2026-02-16T00:07:52.424827,vary_both,93600,0.0,6.884166392617094,0.0,10,200
2026-02-16T00:07:53.487367,vary_both,93932,16.671379461043312,6.82524316372287,6326034.445105804,10,200
2026-02-16T00:07:54.531925,vary_both,94050,14.815225015572084,6.828266449812731,799640.1677488422,10,200
2026-02-16T00:07:55.580179,vary_both,94500,11.055820843874256,6.831659934199309,644434.3237514289,10,200
2026-02-16T00:07:56.635151,vary_both,94800,0.0,6.831659934199309,0.0,10,200
2026-02-16T00:07:57.682023,vary_both,95020,23.684240727039054,6.833778291119416,693683.8861813768,10,200
2026-02-16T00:07:58.717271,vary_both,95250,76.84855637750955,6.913226958909428,892623.442356922,10,200
2026-02-16T00:07:59.779429,vary_both,95700,0.0,6.913226958909428,0.0,10,200
2026-02-16T00:08:00.819539,vary_both,95884,15.229663088353988,6.907797383890904,796463.5769224943,10,200
2026-02-16T00:08:01.864776,vary_both,96300,0.0,6.907797383890904,0.0,10,200
2026-02-16T00:08:02.922991,vary_both,96600,15.492986456310362,6.912260330023555,703587.2682687098,10,200
2026-02-16T00:08:03.962425,vary_both,97157,17.65342461465721,6.868762030159233,955127.6491035415,10,200
2026-02-16T00:08:05.008637,vary_both,97200,0.0,6.868762030159233,0.0,10,200
2026-02-16T00:08:06.035706,vary_both,97500,21.49415657013834,6.873574608016562,844253.0791999776,10,200
2026-02-16T00:08:07.096197,vary_both,97950,11.570254957839222,6.876412794958063,444518.1577634111,10,200
2026-02-16T00:08:08.155795,vary_both,98400,12.508889745848359,6.88167783740027,611527.1807234236,10,200
2026-02-16T00:08:09.175069,vary_both,98527,8.852910653636439,6.877811321856775,637847.216038934,10,200
2026-02-16T00:08:10.234299,vary_both,98700,10.283168875032667,6.885009622070728,681828.0061470701,10,200
2026-02-16T00:08:11.291552,vary_both,99150,0.0,6.885009622070728,0.0,10,200
2026-02-16T00:08:12.350262,vary_both,99600,11.017162763303388,6.884433758053612,735694.8709132134,10,200
2026-02-16T00:08:13.413736,vary_both,99624,14.421787078575745,6.886305316109241,935193.4443872711,10,200
2026-02-16T00:08:14.491379,vary_both,100050,0.0,6.886305316109241,0.0,10,200
2026-02-16T00:08:15.522407,vary_both,100500,14.30051627644377,6.888711605037905,805022.2680077882,10,200
2026-02-16T00:08:16.566377,vary_both,100939,36.18244054477105,6.916682143012126,738870.2523653778,10,200
2026-02-16T00:08:17.610146,vary_both,100959,0.0,6.916682143012126,0.0,10,200
2026-02-16T00:08:18.671136,vary_both,101400,16.56953584804723,6.912589395176193,970167.5045889022,10,200
2026-02-16T00:08:19.692153,vary_both,101700,8.913720387559193,6.914419820087741,616618.5321033435,10,200
2026-02-16T00:08:20.734058,vary_both,102107,0.0,6.914419820087741,0.0,10,200
2026-02-16T00:08:21.792569,vary_both,102150,11.919718087878369,6.917607638753921,961228.002948248,10,200
2026-02-16T00:08:22.846553,vary_both,102600,7.3789384533755245,6.919993361110545,306875.91274945927,10,200
2026-02-16T00:08:23.913641,vary_both,102900,8.645042218979647,6.920569225127663,562696.1606182373,10,200
2026-02-16T00:08:24.958293,vary_both,103350,9.249670976260834,6.923901009798121,746325.1305914026,10,200
2026-02-16T00:08:26.005119,vary_both,103382,0.0,6.923901009798121,0.0,10,200
2026-02-16T00:08:27.064206,vary_both,103800,29.23028283014244,6.925217270408672,597114.6688032225,10,200
2026-02-16T00:08:28.126029,vary_both,104250,13.825446403042637,6.926163332722505,848924.2528742603,10,200
