timestamp,phase,queue_length,cpu_util,mem_util,io_ops,batch_size,poll_interval
2026-02-15T23:54:08.117984,vary_both,1346629,0.0,6.517670078866635,0.0,10,200
2026-02-15T23:54:09.177056,vary_both,1346791,14.326660474182793,6.523120220457199,232331.48187095197,10,200
2026-02-15T23:54:10.259629,vary_both,1346855,91.16815975755642,6.5284058294714455,524143.80778329103,10,200
2026-02-15T23:54:11.330662,vary_both,1347000,0.0,6.5284058294714455,0.0,10,200
2026-02-15T23:54:12.392265,vary_both,1347150,29.669754597238068,6.533855971062011,428036.5849792577,10,200
2026-02-15T23:54:13.448622,vary_both,1347300,0.0,6.533855971062011,0.0,10,200
2026-02-15T23:54:14.532342,vary_both,1347600,26.67796096583751,6.534863733091964,377711.70009374706,10,200
2026-02-15T23:54:15.558802,vary_both,1347750,45.384984020445415,6.542082599877958,358101.0325440861,10,200
2026-02-15T23:54:16.638566,vary_both,1347827,0.0,6.542082599877958,0.0,10,200
2026-02-15T23:54:17.691315,vary_both,1347900,52.535951373467924,6.543481126776669,607568.5472166612,10,200
2026-02-15T23:54:18.728578,vary_both,1348200,76.61234014819708,6.575852911167422,248578.97716806046,10,200
2026-02-15T23:54:19.795490,vary_both,1348350,41.34092262648332,6.600265432178746,460372.6782902572,10,200
2026-02-15T23:54:20.899206,vary_both,1348500,31.091553676415913,6.612029511385551,387669.1818610441,10,200
2026-02-15T23:54:21.980864,vary_both,1348650,0.0,6.612029511385551,0.0,10,200
2026-02-15T23:54:23.036537,vary_both,1348918,36.10251379026377,6.617417953259997,308988.2300127337,10,200
2026-02-15T23:54:24.101568,vary_both,1348955,15.301390041361168,6.616163392365565,493021.93140857277,10,200
2026-02-15T23:54:25.162215,vary_both,1349100,0.0,6.616163392365565,0.0,10,200
2026-02-15T23:54:26.212621,vary_both,1349250,29.209754878000382,6.589529681573936,540245.8697298071,10,200
2026-02-15T23:54:27.277351,vary_both,1349400,23.925899579961566,6.593622429409869,461648.2198730592,10,200
2026-02-15T23:54:28.339782,vary_both,1349550,0.0,6.593622429409869,0.0,10,200
2026-02-15T23:54:29.395523,vary_both,1349700,61.146965940428274,6.592573534235837,302480.987879134,10,200
2026-02-15T23:54:30.453542,vary_both,1350000,16.375489996954194,6.558268492073335,290210.88566009456,10,200
2026-02-15T23:54:31.480147,vary_both,1350150,21.810809021816777,6.562752004778026,638355.7637638381,10,200
2026-02-15T23:54:32.543838,vary_both,1350300,7.740571828502846,6.562608038773747,274052.56868419255,10,200
2026-02-15T23:54:33.596668,vary_both,1350450,0.0,6.562608038773747,0.0,10,200
2026-02-15T23:54:34.655923,vary_both,1350561,13.302304088604174,6.564973194558332,12263757.426641965,10,200
